Month,Reporting airport,Type of flight,Arrival/departure,Total Number of passengers,"Total Freight and mail total, tonne","Total Number of passengers, cumulative from the beginning of the year","Total Freight and mail, cumulative from the beginning of the year, tonnes",Helsinki-Vantaa Number of passengers,"Helsinki-Vantaa Freight and mail total, tonne","Helsinki-Vantaa Number of passengers, cumulative from the beginning of the year","Helsinki-Vantaa Freight and mail, cumulative from the beginning of the year, tonnes",Other domestic airports Number of passengers,"Other domestic airports Freight and mail total, tonne","Other domestic airports Number of passengers, cumulative from the beginning of the year","Other domestic airports Freight and mail, cumulative from the beginning of the year, tonnes",International Number of passengers,"International Freight and mail total, tonne","International Number of passengers, cumulative from the beginning of the year","International Freight and mail, cumulative from the beginning of the year, tonnes"
2019M02,Ivalo,Charter flight,Arrivals,1484,0,3216,0,3,0,7,0,0,0,0,0,1481,0,3209,0
2019M02,Ivalo,Charter flight,Departures,1601,0,3771,0,0,0,2,0,0,0,0,0,1601,0,3769,0
2019M02,Joensuu,Total,Arrivals/departures total,9036,2,17878,4,8997,2,17819,4,0,0,0,0,39,0,59,0
2019M02,Joensuu,Total,Arrivals,4568,2,8900,4,4538,2,8860,4,0,0,0,0,30,0,40,0
2019M02,Joensuu,Total,Departures,4468,0,8978,0,4459,0,8959,0,0,0,0,0,9,0,19,0
2019M02,Joensuu,Scheduled flight,Arrivals/departures total,8997,2,17819,4,8997,2,17819,4,0,0,0,0,0,0,0,0
2019M02,Joensuu,Scheduled flight,Arrivals,4538,2,8860,4,4538,2,8860,4,0,0,0,0,0,0,0,0
2019M02,Joensuu,Scheduled flight,Departures,4459,0,8959,0,4459,0,8959,0,0,0,0,0,0,0,0,0
2019M02,Joensuu,Charter flight,Arrivals/departures total,39,0,59,0,0,0,0,0,0,0,0,0,39,0,59,0
2019M02,Joensuu,Charter flight,Arrivals,30,0,40,0,0,0,0,0,0,0,0,0,30,0,40,0
2019M02,Joensuu,Charter flight,Departures,9,0,19,0,0,0,0,0,0,0,0,0,9,0,19,0
2019M02,Jyväskylä,Total,Arrivals/departures total,5039,1,9339,2,4811,1,9084,2,17,0,19,0,211,0,236,0
2019M02,Jyväskylä,Total,Arrivals,2276,1,4182,2,2245,1,4137,2,17,0,18,0,14,0,27,0
2019M02,Jyväskylä,Total,Departures,2763,0,5157,0,2566,0,4947,0,0,0,1,0,197,0,209,0
2019M02,Jyväskylä,Scheduled flight,Arrivals/departures total,4828,1,9099,2,4811,1,9080,2,17,0,19,0,0,0,0,0
2019M02,Jyväskylä,Scheduled flight,Arrivals,2262,1,4153,2,2245,1,4135,2,17,0,18,0,0,0,0,0
2019M02,Jyväskylä,Scheduled flight,Departures,2566,0,4946,0,2566,0,4945,0,0,0,1,0,0,0,0,0
2019M02,Jyväskylä,Charter flight,Arrivals/departures total,211,0,240,0,0,0,4,0,0,0,0,0,211,0,236,0
2019M02,Jyväskylä,Charter flight,Arrivals,14,0,29,0,0,0,2,0,0,0,0,0,14,0,27,0
2019M02,Jyväskylä,Charter flight,Departures,197,0,211,0,0,0,2,0,0,0,0,0,197,0,209,0
2019M02,Kajaani,Total,Arrivals/departures total,7795,2,16120,3,7768,2,15360,3,27,0,28,0,0,0,732,0
2019M02,Kajaani,Total,Arrivals,3917,1,7715,2,3917,1,7469,2,0,0,0,0,0,0,246,0
2019M02,Kajaani,Total,Departures,3878,1,8405,1,3851,1,7891,1,27,0,28,0,0,0,486,0
2019M02,Kajaani,Scheduled flight,Arrivals/departures total,7795,2,15388,3,7768,2,15360,3,27,0,28,0,0,0,0,0
2019M02,Kajaani,Scheduled flight,Arrivals,3917,1,7469,2,3917,1,7469,2,0,0,0,0,0,0,0,0
2019M02,Kajaani,Scheduled flight,Departures,3878,1,7919,1,3851,1,7891,1,27,0,28,0,0,0,0,0
2019M02,Kajaani,Charter flight,Arrivals/departures total,0,0,732,0,0,0,0,0,0,0,0,0,0,0,732,0
2019M02,Kajaani,Charter flight,Arrivals,0,0,246,0,0,0,0,0,0,0,0,0,0,0,246,0
2019M02,Kajaani,Charter flight,Departures,0,0,486,0,0,0,0,0,0,0,0,0,0,0,486,0
2019M02,Kemi-Tornio,Total,Arrivals/departures total,6670,1,12576,2,6663,1,12563,2,7,0,13,0,0,0,0,0
2019M02,Kemi-Tornio,Total,Arrivals,3219,1,5849,2,3216,1,5842,2,3,0,7,0,0,0,0,0
2019M02,Kemi-Tornio,Total,Departures,3451,0,6727,0,3447,0,6721,0,4,0,6,0,0,0,0,0
2019M02,Kemi-Tornio,Scheduled flight,Arrivals/departures total,6670,1,12576,2,6663,1,12563,2,7,0,13,0,0,0,0,0
2019M02,Kemi-Tornio,Scheduled flight,Arrivals,3219,1,5849,2,3216,1,5842,2,3,0,7,0,0,0,0,0
2019M02,Kemi-Tornio,Scheduled flight,Departures,3451,0,6727,0,3447,0,6721,0,4,0,6,0,0,0,0,0
2019M02,Kemi-Tornio,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Kemi-Tornio,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Kemi-Tornio,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Kittilä,Total,Arrivals/departures total,68790,1,127778,1,36727,1,66487,1,253,0,273,0,31810,0,61018,0
2019M02,Kittilä,Total,Arrivals,35179,1,62084,1,18857,1,32032,1,152,0,152,0,16170,0,29900,0
2019M02,Kittilä,Total,Departures,33611,0,65694,0,17870,0,34455,0,101,0,121,0,15640,0,31118,0
2019M02,Kittilä,Scheduled flight,Arrivals/departures total,44227,1,81335,1,36727,1,66473,1,245,0,263,0,7255,0,14599,0
2019M02,Kittilä,Scheduled flight,Arrivals,22891,1,39570,1,18857,1,32022,1,151,0,151,0,3883,0,7397,0
2019M02,Kittilä,Scheduled flight,Departures,21336,0,41765,0,17870,0,34451,0,94,0,112,0,3372,0,7202,0
2019M02,Kittilä,Charter flight,Arrivals/departures total,24563,0,46443,0,0,0,14,0,8,0,10,0,24555,0,46419,0
2019M02,Kittilä,Charter flight,Arrivals,12288,0,22514,0,0,0,10,0,1,0,1,0,12287,0,22503,0
2019M02,Kittilä,Charter flight,Departures,12275,0,23929,0,0,0,4,0,7,0,9,0,12268,0,23916,0
2019M02,Kokkola-Pietarsaari,Total,Arrivals/departures total,3920,1,8031,2,3615,1,7698,2,106,0,113,0,199,0,220,0
2019M02,Kokkola-Pietarsaari,Total,Arrivals,1824,1,3795,2,1705,1,3662,2,103,0,106,0,16,0,27,0
2019M02,Kokkola-Pietarsaari,Total,Departures,2096,0,4236,0,1910,0,4036,0,3,0,7,0,183,0,193,0
2019M02,Kokkola-Pietarsaari,Scheduled flight,Arrivals/departures total,3721,1,7811,2,3615,1,7698,2,106,0,113,0,0,0,0,0
2019M02,Kokkola-Pietarsaari,Scheduled flight,Arrivals,1808,1,3768,2,1705,1,3662,2,103,0,106,0,0,0,0,0
2019M02,Kokkola-Pietarsaari,Scheduled flight,Departures,1913,0,4043,0,1910,0,4036,0,3,0,7,0,0,0,0,0
2019M02,Kokkola-Pietarsaari,Charter flight,Arrivals/departures total,199,0,220,0,0,0,0,0,0,0,0,0,199,0,220,0
2019M02,Kokkola-Pietarsaari,Charter flight,Arrivals,16,0,27,0,0,0,0,0,0,0,0,0,16,0,27,0
2019M02,Kokkola-Pietarsaari,Charter flight,Departures,183,0,193,0,0,0,0,0,0,0,0,0,183,0,193,0
2019M02,Kuopio,Total,Arrivals/departures total,18655,2,37310,4,16930,2,33654,4,0,0,0,0,1725,0,3656,0
2019M02,Kuopio,Total,Arrivals,9352,2,18303,4,8476,2,16569,4,0,0,0,0,876,0,1734,0
2019M02,Kuopio,Total,Departures,9303,0,19007,0,8454,0,17085,0,0,0,0,0,849,0,1922,0
2019M02,Kuopio,Scheduled flight,Arrivals/departures total,16930,2,33454,4,16930,2,33454,4,0,0,0,0,0,0,0,0
2019M02,Kuopio,Scheduled flight,Arrivals,8476,2,16369,4,8476,2,16369,4,0,0,0,0,0,0,0,0
2019M02,Kuopio,Scheduled flight,Departures,8454,0,17085,0,8454,0,17085,0,0,0,0,0,0,0,0,0
2019M02,Kuopio,Charter flight,Arrivals/departures total,1725,0,3856,0,0,0,200,0,0,0,0,0,1725,0,3656,0
2019M02,Kuopio,Charter flight,Arrivals,876,0,1934,0,0,0,200,0,0,0,0,0,876,0,1734,0
2019M02,Kuopio,Charter flight,Departures,849,0,1922,0,0,0,0,0,0,0,0,0,849,0,1922,0
2019M02,Kuusamo,Total,Arrivals/departures total,20047,0,36672,1,10933,0,18458,1,0,0,82,0,9114,0,18132,0
2019M02,Kuusamo,Total,Arrivals,9984,0,17176,1,5642,0,8712,1,0,0,82,0,4342,0,8382,0
2019M02,Kuusamo,Total,Departures,10063,0,19496,0,5291,0,9746,0,0,0,0,0,4772,0,9750,0
2019M02,Kuusamo,Scheduled flight,Arrivals/departures total,11972,0,20397,1,10933,0,18420,1,0,0,0,0,1039,0,1977,0
2019M02,Kuusamo,Scheduled flight,Arrivals,6128,0,9646,1,5642,0,8693,1,0,0,0,0,486,0,953,0
2019M02,Kuusamo,Scheduled flight,Departures,5844,0,10751,0,5291,0,9727,0,0,0,0,0,553,0,1024,0
2019M02,Kuusamo,Charter flight,Arrivals/departures total,8075,0,16275,0,0,0,38,0,0,0,82,0,8075,0,16155,0
2019M02,Kuusamo,Charter flight,Arrivals,3856,0,7530,0,0,0,19,0,0,0,82,0,3856,0,7429,0
2019M02,Kuusamo,Charter flight,Departures,4219,0,8745,0,0,0,19,0,0,0,0,0,4219,0,8726,0
2019M02,Lappeenranta,Total,Arrivals/departures total,177,0,187,0,0,0,0,0,0,0,7,0,177,0,180,0
2019M02,Lappeenranta,Total,Arrivals,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
2019M02,Lappeenranta,Total,Departures,177,0,184,0,0,0,0,0,0,0,7,0,177,0,177,0
2019M02,Lappeenranta,Scheduled flight,Arrivals/departures total,177,0,177,0,0,0,0,0,0,0,0,0,177,0,177,0
2019M02,Lappeenranta,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Lappeenranta,Scheduled flight,Departures,177,0,177,0,0,0,0,0,0,0,0,0,177,0,177,0
2019M02,Lappeenranta,Charter flight,Arrivals/departures total,0,0,10,0,0,0,0,0,0,0,7,0,0,0,3,0
2019M02,Lappeenranta,Charter flight,Arrivals,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
2019M02,Lappeenranta,Charter flight,Departures,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0
2019M02,Mariehamn,Total,Arrivals/departures total,3554,9,7766,20,2013,9,4206,20,591,0,1208,0,950,0,2352,0
2019M02,Mariehamn,Total,Arrivals,1707,9,3743,18,976,8,2046,18,299,0,593,0,432,0,1104,0
2019M02,Mariehamn,Total,Departures,1847,1,4023,1,1037,1,2160,1,292,0,615,0,518,0,1248,0
2019M02,Mariehamn,Scheduled flight,Arrivals/departures total,3554,9,7766,20,2013,9,4206,20,591,0,1208,0,950,0,2352,0
2019M02,Mariehamn,Scheduled flight,Arrivals,1707,9,3743,18,976,8,2046,18,299,0,593,0,432,0,1104,0
2019M02,Mariehamn,Scheduled flight,Departures,1847,1,4023,1,1037,1,2160,1,292,0,615,0,518,0,1248,0
2019M02,Mariehamn,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Mariehamn,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Mariehamn,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Oulu,Total,Arrivals/departures total,85279,22,170528,46,78631,22,155436,46,0,0,0,0,6648,0,15092,0
2019M02,Oulu,Total,Arrivals,42444,13,84024,27,39046,13,76232,27,0,0,0,0,3398,0,7792,0
2019M02,Oulu,Total,Departures,42835,9,86504,19,39585,9,79204,19,0,0,0,0,3250,0,7300,0
2019M02,Oulu,Scheduled flight,Arrivals/departures total,82495,22,163459,46,78631,22,155436,46,0,0,0,0,3864,0,8023,0
2019M02,Oulu,Scheduled flight,Arrivals,41044,13,80228,27,39046,13,76232,27,0,0,0,0,1998,0,3996,0
2019M02,Oulu,Scheduled flight,Departures,41451,9,83231,19,39585,9,79204,19,0,0,0,0,1866,0,4027,0
2019M02,Oulu,Charter flight,Arrivals/departures total,2784,0,7069,0,0,0,0,0,0,0,0,0,2784,0,7069,0
2019M02,Oulu,Charter flight,Arrivals,1400,0,3796,0,0,0,0,0,0,0,0,0,1400,0,3796,0
2019M02,Oulu,Charter flight,Departures,1384,0,3273,0,0,0,0,0,0,0,0,0,1384,0,3273,0
2019M02,Pori,Total,Arrivals/departures total,376,0,390,0,1,0,1,0,8,0,8,0,367,0,381,0
2019M02,Pori,Total,Arrivals,188,0,195,0,1,0,1,0,7,0,7,0,180,0,187,0
2019M02,Pori,Total,Departures,188,0,195,0,0,0,0,0,1,0,1,0,187,0,194,0
2019M02,Pori,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Pori,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Pori,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M02,Pori,Charter flight,Arrivals/departures total,376,0,390,0,1,0,1,0,8,0,8,0,367,0,381,0
2019M02,Pori,Charter flight,Arrivals,188,0,195,0,1,0,1,0,7,0,7,0,180,0,187,0
2019M02,Pori,Charter flight,Departures,188,0,195,0,0,0,0,0,1,0,1,0,187,0,194,0
2019M02,Rovaniemi,Total,Arrivals/departures total,75076,5,151994,13,58524,5,118999,13,146,0,338,0,16406,0,32657,0
2019M02,Rovaniemi,Total,Arrivals,36875,4,71696,10,28587,4,56408,10,73,0,169,0,8215,0,15119,0
2019M02,Rovaniemi,Total,Departures,38201,2,80298,3,29937,2,62591,3,73,0,169,0,8191,0,17538,0
2019M02,Rovaniemi,Scheduled flight,Arrivals/departures total,64666,5,131122,13,58524,5,118978,13,0,0,0,0,6142,0,12144,0
2019M02,Rovaniemi,Scheduled flight,Arrivals,31359,4,61960,10,28587,4,56387,10,0,0,0,0,2772,0,5573,0
2019M02,Rovaniemi,Scheduled flight,Departures,33307,2,69162,3,29937,2,62591,3,0,0,0,0,3370,0,6571,0
2019M02,Rovaniemi,Charter flight,Arrivals/departures total,10410,0,20872,0,0,0,21,0,146,0,338,0,10264,0,20513,0
2019M02,Rovaniemi,Charter flight,Arrivals,5516,0,9736,0,0,0,21,0,73,0,169,0,5443,0,9546,0
2019M02,Rovaniemi,Charter flight,Departures,4894,0,11136,0,0,0,0,0,73,0,169,0,4821,0,10967,0
2019M02,Savonlinna,Total,Arrivals/departures total,325,0,797,0,325,0,797,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Total,Arrivals,161,0,397,0,161,0,397,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Total,Departures,164,0,400,0,164,0,400,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Scheduled flight,Arrivals/departures total,24,0,496,0,24,0,496,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Scheduled flight,Arrivals,13,0,249,0,13,0,249,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Scheduled flight,Departures,11,0,247,0,11,0,247,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Charter flight,Arrivals/departures total,301,0,301,0,301,0,301,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Charter flight,Arrivals,148,0,148,0,148,0,148,0,0,0,0,0,0,0,0,0
2019M02,Savonlinna,Charter flight,Departures,153,0,153,0,153,0,153,0,0,0,0,0,0,0,0,0
2019M02,Tampere-Pirkkala,Total,Arrivals/departures total,18156,1,35240,6,6777,0,13373,0,75,0,75,0,11304,1,21792,5
2019M02,Tampere-Pirkkala,Total,Arrivals,8704,0,16973,0,3248,0,6350,0,12,0,12,0,5444,0,10611,0
2019M02,Tampere-Pirkkala,Total,Departures,9452,1,18267,5,3529,0,7023,0,63,0,63,0,5860,1,11181,5
2019M02,Tampere-Pirkkala,Scheduled flight,Arrivals/departures total,15734,0,30717,0,6777,0,13373,0,75,0,75,0,8882,0,17269,0
2019M02,Tampere-Pirkkala,Scheduled flight,Arrivals,7520,0,14769,0,3248,0,6350,0,12,0,12,0,4260,0,8407,0
2019M02,Tampere-Pirkkala,Scheduled flight,Departures,8214,0,15948,0,3529,0,7023,0,63,0,63,0,4622,0,8862,0
2019M02,Tampere-Pirkkala,Charter flight,Arrivals/departures total,2422,1,4523,5,0,0,0,0,0,0,0,0,2422,1,4523,5
2019M02,Tampere-Pirkkala,Charter flight,Arrivals,1184,0,2204,0,0,0,0,0,0,0,0,0,1184,0,2204,0
2019M02,Tampere-Pirkkala,Charter flight,Departures,1238,1,2319,5,0,0,0,0,0,0,0,0,1238,1,2319,5
2019M02,Turku,Total,Arrivals/departures total,28939,304,55467,669,7944,0,13824,1,808,0,1417,0,20187,303,40226,668
2019M02,Turku,Total,Arrivals,14163,139,27615,326,3849,0,6617,1,395,0,695,0,9919,138,20303,325
2019M02,Turku,Total,Departures,14776,165,27852,343,4095,0,7207,0,413,0,722,0,10268,165,19923,343
2019M02,Turku,Scheduled flight,Arrivals/departures total,25768,304,48764,664,7944,0,13824,1,808,0,1417,0,17016,303,33523,664
2019M02,Turku,Scheduled flight,Arrivals,12521,139,24200,321,3849,0,6617,1,395,0,695,0,8277,138,16888,321
2019M02,Turku,Scheduled flight,Departures,13247,165,24564,343,4095,0,7207,0,413,0,722,0,8739,165,16635,343
2019M02,Turku,Charter flight,Arrivals/departures total,3171,0,6703,4,0,0,0,0,0,0,0,0,3171,0,6703,4
2019M02,Turku,Charter flight,Arrivals,1642,0,3415,4,0,0,0,0,0,0,0,0,1642,0,3415,4
2019M02,Turku,Charter flight,Departures,1529,0,3288,0,0,0,0,0,0,0,0,0,1529,0,3288,0
2019M02,Vaasa,Total,Arrivals/departures total,21009,1,43059,3,12230,1,24754,3,0,0,0,0,8779,0,18305,0
2019M02,Vaasa,Total,Arrivals,10111,1,20856,3,5926,1,12009,3,0,0,0,0,4185,0,8847,0
2019M02,Vaasa,Total,Departures,10898,0,22203,0,6304,0,12745,0,0,0,0,0,4594,0,9458,0
2019M02,Vaasa,Scheduled flight,Arrivals/departures total,17796,1,36460,3,12230,1,24754,3,0,0,0,0,5566,0,11706,0
2019M02,Vaasa,Scheduled flight,Arrivals,8665,1,17732,3,5926,1,12009,3,0,0,0,0,2739,0,5723,0
2019M02,Vaasa,Scheduled flight,Departures,9131,0,18728,0,6304,0,12745,0,0,0,0,0,2827,0,5983,0
2019M02,Vaasa,Charter flight,Arrivals/departures total,3213,0,6599,0,0,0,0,0,0,0,0,0,3213,0,6599,0
2019M02,Vaasa,Charter flight,Arrivals,1446,0,3124,0,0,0,0,0,0,0,0,0,1446,0,3124,0
2019M02,Vaasa,Charter flight,Departures,1767,0,3475,0,0,0,0,0,0,0,0,0,1767,0,3475,0
2019M03,Total,Total,Arrivals/departures total,2203647,18561,6124658,49698,332719,50,903534,152,337418,157,912835,471,1533510,18355,4308289,49075
2019M03,Total,Total,Arrivals,1107092,8833,3057665,22770,164234,37,440814,114,170388,12,465641,38,772470,8783,2151210,22617
2019M03,Total,Total,Departures,1096555,9729,3066993,26928,168485,12,462720,38,167030,145,447194,433,761040,9572,2157079,26458
2019M03,Total,Scheduled flight,Arrivals/departures total,2106075,17009,5803540,45212,332376,50,902603,152,336378,157,911271,471,1437321,16802,3989666,44589
2019M03,Total,Scheduled flight,Arrivals,1058848,8019,2902622,20404,164128,37,440300,114,169772,12,464743,38,724948,7969,1997579,20252
2019M03,Total,Scheduled flight,Departures,1047227,8990,2900918,24808,168248,12,462303,38,166606,145,446528,433,712373,8832,1992087,24338
2019M03,Total,Charter flight,Arrivals/departures total,97572,1553,321118,4486,343,0,931,0,1040,0,1564,0,96189,1553,318623,4486
2019M03,Total,Charter flight,Arrivals,48244,814,155043,2366,106,0,514,0,616,0,898,0,47522,814,153631,2366
2019M03,Total,Charter flight,Departures,49328,739,166075,2120,237,0,417,0,424,0,666,0,48667,739,164992,2120
2019M03,Helsinki-Vantaa,Total,Arrivals/departures total,1757852,18079,4872534,48439,66,0,66,0,333331,157,905149,470,1424455,17922,3967319,47969
2019M03,Helsinki-Vantaa,Total,Arrivals,887909,8641,2447476,22176,33,0,33,0,168316,12,461710,38,719560,8628,1985733,22138
2019M03,Helsinki-Vantaa,Total,Departures,869943,9438,2425058,26264,33,0,33,0,165015,145,443439,432,704895,9294,1981586,25831
2019M03,Helsinki-Vantaa,Scheduled flight,Arrivals/departures total,1708988,16610,4724695,44047,0,0,0,0,333196,157,904935,470,1375792,16452,3819760,43576
2019M03,Helsinki-Vantaa,Scheduled flight,Arrivals,862882,7833,2375438,19821,0,0,0,0,168194,12,461565,38,694688,7821,1913873,19783
2019M03,Helsinki-Vantaa,Scheduled flight,Departures,846106,8776,2349257,24226,0,0,0,0,165002,145,443370,432,681104,8631,1905887,23794
2019M03,Helsinki-Vantaa,Charter flight,Arrivals/departures total,48864,1470,147839,4393,66,0,66,0,135,0,214,0,48663,1470,147559,4393
2019M03,Helsinki-Vantaa,Charter flight,Arrivals,25027,807,72038,2355,33,0,33,0,122,0,145,0,24872,807,71860,2355
2019M03,Helsinki-Vantaa,Charter flight,Departures,23837,662,75801,2038,33,0,33,0,13,0,69,0,23791,662,75699,2038
2019M03,Enontekiö,Total,Arrivals/departures total,980,0,4272,0,0,0,0,0,0,0,0,0,980,0,4272,0
2019M03,Enontekiö,Total,Arrivals,446,0,2077,0,0,0,0,0,0,0,0,0,446,0,2077,0
2019M03,Enontekiö,Total,Departures,534,0,2195,0,0,0,0,0,0,0,0,0,534,0,2195,0
2019M03,Enontekiö,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M03,Enontekiö,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M03,Enontekiö,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019M03,Enontekiö,Charter flight,Arrivals/departures total,980,0,4272,0,0,0,0,0,0,0,0,0,980,0,4272,0
2019M03,Enontekiö,Charter flight,Arrivals,446,0,2077,0,0,0,0,0,0,0,0,0,446,0,2077,0
2019M03,Enontekiö,Charter flight,Departures,534,0,2195,0,0,0,0,0,0,0,0,0,534,0,2195,0
2019M03,Ivalo,Total,Arrivals/departures total,39437,0,111342,0,33029,0,91331,0,28,0,46,0,6380,0,19965,0
2019M03,Ivalo,Total,Arrivals,19434,0,55303,0,16285,0,45522,0,12,0,30,0,3137,0,9751,0
2019M03,Ivalo,Total,Departures,20003,0,56039,0,16744,0,45809,0,16,0,16,0,3243,0,10214,0
2019M03,Ivalo,Scheduled flight,Arrivals/departures total,36273,0,101191,0,33029,0,91322,0,4,0,22,0,3240,0,9847,0
2019M03,Ivalo,Scheduled flight,Arrivals,17867,0,50520,0,16285,0,45515,0,0,0,18,0,1582,0,4987,0
2019M03,Ivalo,Scheduled flight,Departures,18406,0,50671,0,16744,0,45807,0,4,0,4,0,1658,0,4860,0
2019M03,Ivalo,Charter flight,Arrivals/departures total,3164,0,10151,0,0,0,9,0,24,0,24,0,3140,0,10118,0
2019M03,Ivalo,Charter flight,Arrivals,1567,0,4783,0,0,0,7,0,12,0,12,0,1555,0,4764,0
2019M03,Ivalo,Charter flight,Departures,1597,0,5368,0,0,0,2,0,12,0,12,0,1585,0,5354,0
2019M03,Joensuu,Total,Arrivals/departures total,11287,2,29165,7,10609,2,28428,7,0,0,0,0,678,0,737,0
2019M03,Joensuu,Total,Arrivals,5669,2,14569,7,5332,2,14192,7,0,0,0,0,337,0,377,0
2019M03,Joensuu,Total,Departures,5618,0,14596,0,5277,0,14236,0,0,0,0,0,341,0,360,0
2019M03,Joensuu,Scheduled flight,Arrivals/departures total,10609,2,28428,7,10609,2,28428,7,0,0,0,0,0,0,0,0
2019M03,Joensuu,Scheduled flight,Arrivals,5332,2,14192,7,5332,2,14192,7,0,0,0,0,0,0,0,0
2019M03,Joensuu,Scheduled flight,Departures,5277,0,14236,0,5277,0,14236,0,0,0,0,0,0,0,0,0
2019M03,Joensuu,Charter flight,Arrivals/departures total,678,0,737,0,0,0,0,0,0,0,0,0,678,0,737,0
2019M03,Joensuu,Charter flight,Arrivals,337,0,377,0,0,0,0,0,0,0,0,0,337,0,377,0
2019M03,Joensuu,Charter flight,Departures,341,0,360,0,0,0,0,0,0,0,0,0,341,0,360,0
2019M03,Jyväskylä,Total,Arrivals/departures total,5598,1,14937,3,5233,1,14317,3,15,0,34,0,350,0,586,0
2019M03,Jyväskylä,Total,Arrivals,2717,1,6899,3,2516,1,6653,3,15,0,33,0,186,0,213,0
2019M03,Jyväskylä,Total,Departures,2881,0,8038,0,2717,0,7664,0,0,0,1,0,164,0,373,0
2019M03,Jyväskylä,Scheduled flight,Arrivals/departures total,5242,1,14341,3,5233,1,14313,3,9,0,28,0,0,0,0,0
2019M03,Jyväskylä,Scheduled flight,Arrivals,2525,1,6678,3,2516,1,6651,3,9,0,27,0,0,0,0,0
2019M03,Jyväskylä,Scheduled flight,Departures,2717,0,7663,0,2717,0,7662,0,0,0,1,0,0,0,0,0
2019M03,Jyväskylä,Charter flight,Arrivals/departures total,356,0,596,0,0,0,4,0,6,0,6,0,350,0,586,0
2019M03,Jyväskylä,Charter flight,Arrivals,192,0,221,0,0,0,2,0,6,0,6,0,186,0,213,0
2019M03,Jyväskylä,Charter flight,Departures,164,0,375,0,0,0,2,0,0,0,0,0,164,0,373,0
2019M03,Kajaani,Total,Arrivals/departures total,8853,2,24973,5,8844,2,24204,5,9,0,37,0,0,0,732,0
2019M03,Kajaani,Total,Arrivals,4458,1,12173,4,4458,1,11927,4,0,0,0,0,0,0,246,0
2019M03,Kajaani,Total,Departures,4395,1,12800,2,4386,1,12277,2,9,0,37,0,0,0,486,0
2019M03,Kajaani,Scheduled flight,Arrivals/departures total,8853,2,24241,5,8844,2,24204,5,9,0,37,0,0,0,0,0
2019M03,Kajaani,Scheduled flight,Arrivals,4458,1,11927,4,4458,1,11927,4,0,0,0,0,0,0,0,0
2019M03,Kajaani,Scheduled flight,Departures,4395,1,12314,2,4386,1,12277,2,9,0,37,0,0,0,0,0
2019M03,Kajaani,Charter flight,Arrivals/departures total,0,0,732,0,0,0,0,0,0,0,0,0,0,0,732,0
2019M03,Kajaani,Charter flight,Arrivals,0,0,246,0,0,0,0,0,0,0,0,0,0,0,246,0
2019M03,Kajaani,Charter flight,Departures,0,0,486,0,0,0,0,0,0,0,0,0,0,0,486,0
2019M03,Kemi-Tornio,Total,Arrivals/departures total,6573,1,19149,3,6550,1,19113,3,15,0,28,0,8,0,8,0
2019M03,Kemi-Tornio,Total,Arrivals,3287,1,9136,3,3276,1,9118,3,3,0,10,0,8,0,8,0
2019M03,Kemi-Tornio,Total,Departures,3286,0,10013,0,3274,0,9995,0,12,0,18,0,0,0,0,0
2019M03,Kemi-Tornio,Scheduled flight,Arrivals/departures total,6559,1,19135,3,6550,1,19113,3,9,0,22,0,0,0,0,0
2019M03,Kemi-Tornio,Scheduled flight,Arrivals,3279,1,9128,3,3276,1,9118,3,3,0,10,0,0,0,0,0
2019M03,Kemi-Tornio,Scheduled flight,Departures,3280,0,10007,0,3274,0,9995,0,6,0,12,0,0,0,0,0
2019M03,Kemi-Tornio,Charter flight,Arrivals/departures total,14,0,14,0,0,0,0,0,6,0,6,0,8,0,8,0
