Month,Reporting airport,Type of flight,Arrival/departure,Total Number of passengers,"Total Freight and mail total, tonne","Total Number of passengers, cumulative from the beginning of the year","Total Freight and mail, cumulative from the beginning of the year, tonnes",Helsinki-Vantaa Number of passengers,"Helsinki-Vantaa Freight and mail total, tonne","Helsinki-Vantaa Number of passengers, cumulative from the beginning of the year","Helsinki-Vantaa Freight and mail, cumulative from the beginning of the year, tonnes",Other domestic airports Number of passengers,"Other domestic airports Freight and mail total, tonne","Other domestic airports Number of passengers, cumulative from the beginning of the year","Other domestic airports Freight and mail, cumulative from the beginning of the year, tonnes",International Number of passengers,"International Freight and mail total, tonne","International Number of passengers, cumulative from the beginning of the year","International Freight and mail, cumulative from the beginning of the year, tonnes"
2019M12,Savonlinna,Total,Arrivals,260,0,5106,0,227,0,3500,0,0,0,15,0,33,0,1591,0
2019M12,Savonlinna,Total,Departures,286,0,5383,0,253,0,3631,0,0,0,0,0,33,0,1752,0
2019M12,Savonlinna,Scheduled flight,Arrivals/departures total,460,0,6983,0,460,0,6625,0,0,0,0,0,0,0,358,0
2019M12,Savonlinna,Scheduled flight,Arrivals,215,0,3430,0,215,0,3251,0,0,0,0,0,0,0,179,0
2019M12,Savonlinna,Scheduled flight,Departures,245,0,3553,0,245,0,3374,0,0,0,0,0,0,0,179,0
2019M12,Savonlinna,Charter flight,Arrivals/departures total,86,0,3506,0,20,0,506,0,0,0,15,0,66,0,2985,0
2019M12,Savonlinna,Charter flight,Arrivals,45,0,1676,0,12,0,249,0,0,0,15,0,33,0,1412,0
2019M12,Savonlinna,Charter flight,Departures,41,0,1830,0,8,0,257,0,0,0,0,0,33,0,1573,0
2019M12,Tampere-Pirkkala,Total,Arrivals/departures total,13086,0,222964,113,5677,0,85882,3,0,0,1401,0,7409,0,135681,110
2019M12,Tampere-Pirkkala,Total,Arrivals,6718,0,110023,5,2888,0,41702,2,0,0,665,0,3830,0,67656,4
2019M12,Tampere-Pirkkala,Total,Departures,6368,0,112941,108,2789,0,44180,1,0,0,736,0,3579,0,68025,107
2019M12,Tampere-Pirkkala,Scheduled flight,Arrivals/departures total,10147,0,196829,3,5677,0,85878,3,0,0,592,0,4470,0,110359,0
2019M12,Tampere-Pirkkala,Scheduled flight,Arrivals,5226,0,96945,2,2888,0,41702,2,0,0,260,0,2338,0,54983,0
2019M12,Tampere-Pirkkala,Scheduled flight,Departures,4921,0,99884,1,2789,0,44176,1,0,0,332,0,2132,0,55376,0
2019M12,Tampere-Pirkkala,Charter flight,Arrivals/departures total,2939,0,26135,110,0,0,4,0,0,0,809,0,2939,0,25322,110
2019M12,Tampere-Pirkkala,Charter flight,Arrivals,1492,0,13078,4,0,0,0,0,0,0,405,0,1492,0,12673,4
2019M12,Tampere-Pirkkala,Charter flight,Departures,1447,0,13057,107,0,0,4,0,0,0,404,0,1447,0,12649,107
2019M12,Turku,Total,Arrivals/departures total,35356,305,454905,3861,7350,0,97636,169,588,0,9718,0,27418,305,347551,3692
2019M12,Turku,Total,Arrivals,17262,131,225989,1704,3725,0,48366,169,261,0,3836,0,13276,131,173787,1535
2019M12,Turku,Total,Departures,18094,174,228916,2157,3625,0,49270,0,327,0,5882,0,14142,174,173764,2157
2019M12,Turku,Scheduled flight,Arrivals/departures total,32814,305,435079,3834,7343,0,97613,169,588,0,9564,0,24883,305,327902,3664
2019M12,Turku,Scheduled flight,Arrivals,15799,131,215608,1677,3725,0,48359,169,261,0,3831,0,11813,131,163418,1507
2019M12,Turku,Scheduled flight,Departures,17015,174,219471,2157,3618,0,49254,0,327,0,5733,0,13070,174,164484,2157
2019M12,Turku,Charter flight,Arrivals/departures total,2542,0,19826,28,7,0,23,0,0,0,154,0,2535,0,19649,28
2019M12,Turku,Charter flight,Arrivals,1463,0,10381,28,0,0,7,0,0,0,5,0,1463,0,10369,28
2019M12,Turku,Charter flight,Departures,1079,0,9445,0,7,0,16,0,0,0,149,0,1072,0,9280,0
2019M12,Vaasa,Total,Arrivals/departures total,22211,1,305920,16,12669,1,166055,16,0,0,14,0,9542,0,139851,0
2019M12,Vaasa,Total,Arrivals,11439,1,152423,15,6354,1,82528,15,0,0,6,0,5085,0,69889,0
2019M12,Vaasa,Total,Departures,10772,0,153497,1,6315,0,83527,1,0,0,8,0,4457,0,69962,0
2019M12,Vaasa,Scheduled flight,Arrivals/departures total,19237,1,257087,16,12609,1,165993,16,0,0,0,0,6628,0,91094,0
2019M12,Vaasa,Scheduled flight,Arrivals,9930,1,128273,15,6312,1,82486,15,0,0,0,0,3618,0,45787,0
2019M12,Vaasa,Scheduled flight,Departures,9307,0,128814,1,6297,0,83507,1,0,0,0,0,3010,0,45307,0
2019M12,Vaasa,Charter flight,Arrivals/departures total,2974,0,48833,0,60,0,62,0,0,0,14,0,2914,0,48757,0
2019M12,Vaasa,Charter flight,Arrivals,1509,0,24150,0,42,0,42,0,0,0,6,0,1467,0,24102,0
2019M12,Vaasa,Charter flight,Departures,1465,0,24683,0,18,0,20,0,0,0,8,0,1447,0,24655,0
2020M01,Total,Total,Arrivals/departures total,2020157,17004,2020157,17004,275638,42,275638,42,277221,141,277221,141,1467298,16821,1467298,16821
2020M01,Total,Total,Arrivals,1007810,7634,1007810,7634,129703,33,129703,33,146213,9,146213,9,731894,7592,731894,7592
2020M01,Total,Total,Departures,1012347,9370,1012347,9370,145935,9,145935,9,131008,132,131008,132,735404,9229,735404,9229
2020M01,Total,Scheduled flight,Arrivals/departures total,1905581,16920,1905581,16920,275612,42,275612,42,276978,141,276978,141,1352991,16737,1352991,16737
2020M01,Total,Scheduled flight,Arrivals,953782,7618,953782,7618,129694,33,129694,33,146093,9,146093,9,677995,7576,677995,7576
2020M01,Total,Scheduled flight,Departures,951799,9302,951799,9302,145918,9,145918,9,130885,132,130885,132,674996,9161,674996,9161
2020M01,Total,Charter flight,Arrivals/departures total,114576,84,114576,84,26,0,26,0,243,0,243,0,114307,84,114307,84
2020M01,Total,Charter flight,Arrivals,54028,16,54028,16,9,0,9,0,120,0,120,0,53899,16,53899,16
2020M01,Total,Charter flight,Departures,60548,68,60548,68,17,0,17,0,123,0,123,0,60408,68,60408,68
2020M01,Helsinki-Vantaa,Total,Arrivals/departures total,1616777,16627,1616777,16627,1,0,1,0,275569,141,275569,141,1341207,16486,1341207,16486
2020M01,Helsinki-Vantaa,Total,Arrivals,816836,7460,816836,7460,0,0,0,0,145426,9,145426,9,671410,7450,671410,7450
2020M01,Helsinki-Vantaa,Total,Departures,799941,9168,799941,9168,1,0,1,0,130143,132,130143,132,669797,9036,669797,9036
2020M01,Helsinki-Vantaa,Scheduled flight,Arrivals/departures total,1564536,16544,1564536,16544,1,0,1,0,275566,141,275566,141,1288969,16403,1288969,16403
2020M01,Helsinki-Vantaa,Scheduled flight,Arrivals,791112,7444,791112,7444,0,0,0,0,145426,9,145426,9,645686,7434,645686,7434
2020M01,Helsinki-Vantaa,Scheduled flight,Departures,773424,9100,773424,9100,1,0,1,0,130140,132,130140,132,643283,8968,643283,8968
2020M01,Helsinki-Vantaa,Charter flight,Arrivals/departures total,52241,83,52241,83,0,0,0,0,3,0,3,0,52238,83,52238,83
2020M01,Helsinki-Vantaa,Charter flight,Arrivals,25724,16,25724,16,0,0,0,0,0,0,0,0,25724,16,25724,16
2020M01,Helsinki-Vantaa,Charter flight,Departures,26517,67,26517,67,0,0,0,0,3,0,3,0,26514,67,26514,67
2020M01,Enontekiö,Total,Arrivals/departures total,2107,0,2107,0,0,0,0,0,0,0,0,0,2107,0,2107,0
2020M01,Enontekiö,Total,Arrivals,1039,0,1039,0,0,0,0,0,0,0,0,0,1039,0,1039,0
2020M01,Enontekiö,Total,Departures,1068,0,1068,0,0,0,0,0,0,0,0,0,1068,0,1068,0
2020M01,Enontekiö,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Enontekiö,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Enontekiö,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Enontekiö,Charter flight,Arrivals/departures total,2107,0,2107,0,0,0,0,0,0,0,0,0,2107,0,2107,0
2020M01,Enontekiö,Charter flight,Arrivals,1039,0,1039,0,0,0,0,0,0,0,0,0,1039,0,1039,0
2020M01,Enontekiö,Charter flight,Departures,1068,0,1068,0,0,0,0,0,0,0,0,0,1068,0,1068,0
2020M01,Ivalo,Total,Arrivals/departures total,35318,0,35318,0,28495,0,28495,0,10,0,10,0,6813,0,6813,0
2020M01,Ivalo,Total,Arrivals,17174,0,17174,0,13880,0,13880,0,10,0,10,0,3284,0,3284,0
2020M01,Ivalo,Total,Departures,18144,0,18144,0,14615,0,14615,0,0,0,0,0,3529,0,3529,0
2020M01,Ivalo,Scheduled flight,Arrivals/departures total,31204,0,31204,0,28495,0,28495,0,10,0,10,0,2699,0,2699,0
2020M01,Ivalo,Scheduled flight,Arrivals,15244,0,15244,0,13880,0,13880,0,10,0,10,0,1354,0,1354,0
2020M01,Ivalo,Scheduled flight,Departures,15960,0,15960,0,14615,0,14615,0,0,0,0,0,1345,0,1345,0
2020M01,Ivalo,Charter flight,Arrivals/departures total,4114,0,4114,0,0,0,0,0,0,0,0,0,4114,0,4114,0
2020M01,Ivalo,Charter flight,Arrivals,1930,0,1930,0,0,0,0,0,0,0,0,0,1930,0,1930,0
2020M01,Ivalo,Charter flight,Departures,2184,0,2184,0,0,0,0,0,0,0,0,0,2184,0,2184,0
2020M01,Joensuu,Total,Arrivals/departures total,8038,1,8038,1,8022,1,8022,1,0,0,0,0,16,0,16,0
2020M01,Joensuu,Total,Arrivals,3878,1,3878,1,3870,1,3870,1,0,0,0,0,8,0,8,0
2020M01,Joensuu,Total,Departures,4160,0,4160,0,4152,0,4152,0,0,0,0,0,8,0,8,0
2020M01,Joensuu,Scheduled flight,Arrivals/departures total,8022,1,8022,1,8022,1,8022,1,0,0,0,0,0,0,0,0
2020M01,Joensuu,Scheduled flight,Arrivals,3870,1,3870,1,3870,1,3870,1,0,0,0,0,0,0,0,0
2020M01,Joensuu,Scheduled flight,Departures,4152,0,4152,0,4152,0,4152,0,0,0,0,0,0,0,0,0
2020M01,Joensuu,Charter flight,Arrivals/departures total,16,0,16,0,0,0,0,0,0,0,0,0,16,0,16,0
2020M01,Joensuu,Charter flight,Arrivals,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0
2020M01,Joensuu,Charter flight,Departures,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0
2020M01,Jyväskylä,Total,Arrivals/departures total,4319,0,4319,0,4296,0,4296,0,19,0,19,0,4,0,4,0
2020M01,Jyväskylä,Total,Arrivals,1747,0,1747,0,1728,0,1728,0,19,0,19,0,0,0,0,0
2020M01,Jyväskylä,Total,Departures,2572,0,2572,0,2568,0,2568,0,0,0,0,0,4,0,4,0
2020M01,Jyväskylä,Scheduled flight,Arrivals/departures total,4315,0,4315,0,4296,0,4296,0,19,0,19,0,0,0,0,0
2020M01,Jyväskylä,Scheduled flight,Arrivals,1747,0,1747,0,1728,0,1728,0,19,0,19,0,0,0,0,0
2020M01,Jyväskylä,Scheduled flight,Departures,2568,0,2568,0,2568,0,2568,0,0,0,0,0,0,0,0,0
2020M01,Jyväskylä,Charter flight,Arrivals/departures total,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0
2020M01,Jyväskylä,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Jyväskylä,Charter flight,Departures,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0
2020M01,Kajaani,Total,Arrivals/departures total,6917,2,6917,2,6422,2,6422,2,35,0,35,0,460,0,460,0
2020M01,Kajaani,Total,Arrivals,3181,2,3181,2,3024,2,3024,2,0,0,0,0,157,0,157,0
2020M01,Kajaani,Total,Departures,3736,0,3736,0,3398,0,3398,0,35,0,35,0,303,0,303,0
2020M01,Kajaani,Scheduled flight,Arrivals/departures total,6457,2,6457,2,6422,2,6422,2,35,0,35,0,0,0,0,0
2020M01,Kajaani,Scheduled flight,Arrivals,3024,2,3024,2,3024,2,3024,2,0,0,0,0,0,0,0,0
2020M01,Kajaani,Scheduled flight,Departures,3433,0,3433,0,3398,0,3398,0,35,0,35,0,0,0,0,0
2020M01,Kajaani,Charter flight,Arrivals/departures total,460,0,460,0,0,0,0,0,0,0,0,0,460,0,460,0
2020M01,Kajaani,Charter flight,Arrivals,157,0,157,0,0,0,0,0,0,0,0,0,157,0,157,0
2020M01,Kajaani,Charter flight,Departures,303,0,303,0,0,0,0,0,0,0,0,0,303,0,303,0
2020M01,Kemi-Tornio,Total,Arrivals/departures total,5345,1,5345,1,5336,1,5336,1,9,0,9,0,0,0,0,0
2020M01,Kemi-Tornio,Total,Arrivals,2350,1,2350,1,2348,1,2348,1,2,0,2,0,0,0,0,0
2020M01,Kemi-Tornio,Total,Departures,2995,0,2995,0,2988,0,2988,0,7,0,7,0,0,0,0,0
2020M01,Kemi-Tornio,Scheduled flight,Arrivals/departures total,5345,1,5345,1,5336,1,5336,1,9,0,9,0,0,0,0,0
2020M01,Kemi-Tornio,Scheduled flight,Arrivals,2350,1,2350,1,2348,1,2348,1,2,0,2,0,0,0,0,0
2020M01,Kemi-Tornio,Scheduled flight,Departures,2995,0,2995,0,2988,0,2988,0,7,0,7,0,0,0,0,0
2020M01,Kemi-Tornio,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Kemi-Tornio,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Kemi-Tornio,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Kittilä,Total,Arrivals/departures total,59296,0,59296,0,30018,0,30018,0,13,0,13,0,29265,0,29265,0
2020M01,Kittilä,Total,Arrivals,27387,0,27387,0,13771,0,13771,0,0,0,0,0,13616,0,13616,0
2020M01,Kittilä,Total,Departures,31909,0,31909,0,16247,0,16247,0,13,0,13,0,15649,0,15649,0
2020M01,Kittilä,Scheduled flight,Arrivals/departures total,35382,0,35382,0,30018,0,30018,0,13,0,13,0,5351,0,5351,0
2020M01,Kittilä,Scheduled flight,Arrivals,16414,0,16414,0,13771,0,13771,0,0,0,0,0,2643,0,2643,0
2020M01,Kittilä,Scheduled flight,Departures,18968,0,18968,0,16247,0,16247,0,13,0,13,0,2708,0,2708,0
2020M01,Kittilä,Charter flight,Arrivals/departures total,23914,0,23914,0,0,0,0,0,0,0,0,0,23914,0,23914,0
2020M01,Kittilä,Charter flight,Arrivals,10973,0,10973,0,0,0,0,0,0,0,0,0,10973,0,10973,0
2020M01,Kittilä,Charter flight,Departures,12941,0,12941,0,0,0,0,0,0,0,0,0,12941,0,12941,0
2020M01,Kokkola-Pietarsaari,Total,Arrivals/departures total,3642,1,3642,1,3615,1,3615,1,9,0,9,0,18,0,18,0
2020M01,Kokkola-Pietarsaari,Total,Arrivals,1759,1,1759,1,1743,1,1743,1,7,0,7,0,9,0,9,0
2020M01,Kokkola-Pietarsaari,Total,Departures,1883,0,1883,0,1872,0,1872,0,2,0,2,0,9,0,9,0
2020M01,Kokkola-Pietarsaari,Scheduled flight,Arrivals/departures total,3624,1,3624,1,3615,1,3615,1,9,0,9,0,0,0,0,0
2020M01,Kokkola-Pietarsaari,Scheduled flight,Arrivals,1750,1,1750,1,1743,1,1743,1,7,0,7,0,0,0,0,0
2020M01,Kokkola-Pietarsaari,Scheduled flight,Departures,1874,0,1874,0,1872,0,1872,0,2,0,2,0,0,0,0,0
2020M01,Kokkola-Pietarsaari,Charter flight,Arrivals/departures total,18,0,18,0,0,0,0,0,0,0,0,0,18,0,18,0
2020M01,Kokkola-Pietarsaari,Charter flight,Arrivals,9,0,9,0,0,0,0,0,0,0,0,0,9,0,9,0
2020M01,Kokkola-Pietarsaari,Charter flight,Departures,9,0,9,0,0,0,0,0,0,0,0,0,9,0,9,0
2020M01,Kuopio,Total,Arrivals/departures total,16583,2,16583,2,14865,2,14865,2,0,0,0,0,1718,0,1718,0
2020M01,Kuopio,Total,Arrivals,7773,2,7773,2,6944,2,6944,2,0,0,0,0,829,0,829,0
2020M01,Kuopio,Total,Departures,8810,0,8810,0,7921,0,7921,0,0,0,0,0,889,0,889,0
2020M01,Kuopio,Scheduled flight,Arrivals/departures total,14865,2,14865,2,14865,2,14865,2,0,0,0,0,0,0,0,0
2020M01,Kuopio,Scheduled flight,Arrivals,6944,2,6944,2,6944,2,6944,2,0,0,0,0,0,0,0,0
2020M01,Kuopio,Scheduled flight,Departures,7921,0,7921,0,7921,0,7921,0,0,0,0,0,0,0,0,0
2020M01,Kuopio,Charter flight,Arrivals/departures total,1718,0,1718,0,0,0,0,0,0,0,0,0,1718,0,1718,0
2020M01,Kuopio,Charter flight,Arrivals,829,0,829,0,0,0,0,0,0,0,0,0,829,0,829,0
2020M01,Kuopio,Charter flight,Departures,889,0,889,0,0,0,0,0,0,0,0,0,889,0,889,0
2020M01,Kuusamo,Total,Arrivals/departures total,19160,0,19160,0,9846,0,9846,0,0,0,0,0,9314,0,9314,0
2020M01,Kuusamo,Total,Arrivals,8628,0,8628,0,4357,0,4357,0,0,0,0,0,4271,0,4271,0
2020M01,Kuusamo,Total,Departures,10532,0,10532,0,5489,0,5489,0,0,0,0,0,5043,0,5043,0
2020M01,Kuusamo,Scheduled flight,Arrivals/departures total,10722,0,10722,0,9846,0,9846,0,0,0,0,0,876,0,876,0
2020M01,Kuusamo,Scheduled flight,Arrivals,4794,0,4794,0,4357,0,4357,0,0,0,0,0,437,0,437,0
2020M01,Kuusamo,Scheduled flight,Departures,5928,0,5928,0,5489,0,5489,0,0,0,0,0,439,0,439,0
2020M01,Kuusamo,Charter flight,Arrivals/departures total,8438,0,8438,0,0,0,0,0,0,0,0,0,8438,0,8438,0
2020M01,Kuusamo,Charter flight,Arrivals,3834,0,3834,0,0,0,0,0,0,0,0,0,3834,0,3834,0
2020M01,Kuusamo,Charter flight,Departures,4604,0,4604,0,0,0,0,0,0,0,0,0,4604,0,4604,0
2020M01,Lappeenranta,Total,Arrivals/departures total,9090,0,9090,0,2,0,2,0,2,0,2,0,9086,0,9086,0
2020M01,Lappeenranta,Total,Arrivals,4586,0,4586,0,2,0,2,0,0,0,0,0,4584,0,4584,0
2020M01,Lappeenranta,Total,Departures,4504,0,4504,0,0,0,0,0,2,0,2,0,4502,0,4502,0
2020M01,Lappeenranta,Scheduled flight,Arrivals/departures total,9090,0,9090,0,2,0,2,0,2,0,2,0,9086,0,9086,0
2020M01,Lappeenranta,Scheduled flight,Arrivals,4586,0,4586,0,2,0,2,0,0,0,0,0,4584,0,4584,0
2020M01,Lappeenranta,Scheduled flight,Departures,4504,0,4504,0,0,0,0,0,2,0,2,0,4502,0,4502,0
2020M01,Lappeenranta,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Lappeenranta,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Lappeenranta,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Mariehamn,Total,Arrivals/departures total,3712,7,3712,7,1873,6,1873,6,629,0,629,0,1210,0,1210,0
2020M01,Mariehamn,Total,Arrivals,1857,6,1857,6,925,6,925,6,360,0,360,0,572,0,572,0
2020M01,Mariehamn,Total,Departures,1855,1,1855,1,948,1,948,1,269,0,269,0,638,0,638,0
2020M01,Mariehamn,Scheduled flight,Arrivals/departures total,3710,7,3710,7,1873,6,1873,6,629,0,629,0,1208,0,1208,0
2020M01,Mariehamn,Scheduled flight,Arrivals,1857,6,1857,6,925,6,925,6,360,0,360,0,572,0,572,0
2020M01,Mariehamn,Scheduled flight,Departures,1853,1,1853,1,948,1,948,1,269,0,269,0,636,0,636,0
2020M01,Mariehamn,Charter flight,Arrivals/departures total,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
2020M01,Mariehamn,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Mariehamn,Charter flight,Departures,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
2020M01,Oulu,Total,Arrivals/departures total,79513,18,79513,18,72460,18,72460,18,0,0,0,0,7053,0,7053,0
2020M01,Oulu,Total,Arrivals,38328,13,38328,13,34993,13,34993,13,0,0,0,0,3335,0,3335,0
2020M01,Oulu,Total,Departures,41185,5,41185,5,37467,5,37467,5,0,0,0,0,3718,0,3718,0
2020M01,Oulu,Scheduled flight,Arrivals/departures total,75680,18,75680,18,72460,18,72460,18,0,0,0,0,3220,0,3220,0
2020M01,Oulu,Scheduled flight,Arrivals,36559,13,36559,13,34993,13,34993,13,0,0,0,0,1566,0,1566,0
2020M01,Oulu,Scheduled flight,Departures,39121,5,39121,5,37467,5,37467,5,0,0,0,0,1654,0,1654,0
2020M01,Oulu,Charter flight,Arrivals/departures total,3833,0,3833,0,0,0,0,0,0,0,0,0,3833,0,3833,0
2020M01,Oulu,Charter flight,Arrivals,1769,0,1769,0,0,0,0,0,0,0,0,0,1769,0,1769,0
2020M01,Oulu,Charter flight,Departures,2064,0,2064,0,0,0,0,0,0,0,0,0,2064,0,2064,0
2020M01,Pori,Total,Arrivals/departures total,1268,0,1268,0,1268,0,1268,0,0,0,0,0,0,0,0,0
2020M01,Pori,Total,Arrivals,560,0,560,0,560,0,560,0,0,0,0,0,0,0,0,0
2020M01,Pori,Total,Departures,708,0,708,0,708,0,708,0,0,0,0,0,0,0,0,0
2020M01,Pori,Scheduled flight,Arrivals/departures total,1268,0,1268,0,1268,0,1268,0,0,0,0,0,0,0,0,0
2020M01,Pori,Scheduled flight,Arrivals,560,0,560,0,560,0,560,0,0,0,0,0,0,0,0,0
2020M01,Pori,Scheduled flight,Departures,708,0,708,0,708,0,708,0,0,0,0,0,0,0,0,0
2020M01,Pori,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Pori,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Pori,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M01,Rovaniemi,Total,Arrivals/departures total,83451,7,83451,7,62770,7,62770,7,240,0,240,0,20441,0,20441,0
2020M01,Rovaniemi,Total,Arrivals,38102,4,38102,4,29077,4,29077,4,120,0,120,0,8905,0,8905,0
2020M01,Rovaniemi,Total,Departures,45349,3,45349,3,33693,3,33693,3,120,0,120,0,11536,0,11536,0
2020M01,Rovaniemi,Scheduled flight,Arrivals/departures total,73826,7,73826,7,62767,7,62767,7,0,0,0,0,11059,0,11059,0
2020M01,Rovaniemi,Scheduled flight,Arrivals,34269,4,34269,4,29074,4,29074,4,0,0,0,0,5195,0,5195,0
2020M01,Rovaniemi,Scheduled flight,Departures,39557,3,39557,3,33693,3,33693,3,0,0,0,0,5864,0,5864,0
2020M01,Rovaniemi,Charter flight,Arrivals/departures total,9625,0,9625,0,3,0,3,0,240,0,240,0,9382,0,9382,0
2020M01,Rovaniemi,Charter flight,Arrivals,3833,0,3833,0,3,0,3,0,120,0,120,0,3710,0,3710,0
2020M01,Rovaniemi,Charter flight,Departures,5792,0,5792,0,0,0,0,0,120,0,120,0,5672,0,5672,0
2020M01,Savonlinna,Total,Arrivals/departures total,631,0,631,0,631,0,631,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Total,Arrivals,302,0,302,0,302,0,302,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Total,Departures,329,0,329,0,329,0,329,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Scheduled flight,Arrivals/departures total,608,0,608,0,608,0,608,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Scheduled flight,Arrivals,296,0,296,0,296,0,296,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Scheduled flight,Departures,312,0,312,0,312,0,312,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Charter flight,Arrivals/departures total,23,0,23,0,23,0,23,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Charter flight,Arrivals,6,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0
2020M01,Savonlinna,Charter flight,Departures,17,0,17,0,17,0,17,0,0,0,0,0,0,0,0,0
2020M01,Tampere-Pirkkala,Total,Arrivals/departures total,12995,1,12995,1,6749,0,6749,0,0,0,0,0,6246,1,6246,1
2020M01,Tampere-Pirkkala,Total,Arrivals,6349,0,6349,0,3115,0,3115,0,0,0,0,0,3234,0,3234,0
2020M01,Tampere-Pirkkala,Total,Departures,6646,1,6646,1,3634,0,3634,0,0,0,0,0,3012,1,3012,1
2020M01,Tampere-Pirkkala,Scheduled flight,Arrivals/departures total,11002,0,11002,0,6749,0,6749,0,0,0,0,0,4253,0,4253,0
2020M01,Tampere-Pirkkala,Scheduled flight,Arrivals,5334,0,5334,0,3115,0,3115,0,0,0,0,0,2219,0,2219,0
2020M01,Tampere-Pirkkala,Scheduled flight,Departures,5668,0,5668,0,3634,0,3634,0,0,0,0,0,2034,0,2034,0
2020M01,Tampere-Pirkkala,Charter flight,Arrivals/departures total,1993,1,1993,1,0,0,0,0,0,0,0,0,1993,1,1993,1
2020M01,Tampere-Pirkkala,Charter flight,Arrivals,1015,0,1015,0,0,0,0,0,0,0,0,0,1015,0,1015,0
2020M01,Tampere-Pirkkala,Charter flight,Departures,978,1,978,1,0,0,0,0,0,0,0,0,978,1,978,1
2020M01,Turku,Total,Arrivals/departures total,30118,334,30118,334,6819,0,6819,0,686,0,686,0,22613,334,22613,334
2020M01,Turku,Total,Arrivals,15529,142,15529,142,3160,0,3160,0,269,0,269,0,12100,142,12100,142
2020M01,Turku,Total,Departures,14589,193,14589,193,3659,0,3659,0,417,0,417,0,10513,193,10513,193
2020M01,Turku,Scheduled flight,Arrivals/departures total,28561,334,28561,334,6819,0,6819,0,686,0,686,0,21056,334,21056,334
2020M01,Turku,Scheduled flight,Arrivals,14729,142,14729,142,3160,0,3160,0,269,0,269,0,11300,142,11300,142
2020M01,Turku,Scheduled flight,Departures,13832,193,13832,193,3659,0,3659,0,417,0,417,0,9756,193,9756,193
2020M01,Turku,Charter flight,Arrivals/departures total,1557,0,1557,0,0,0,0,0,0,0,0,0,1557,0,1557,0
2020M01,Turku,Charter flight,Arrivals,800,0,800,0,0,0,0,0,0,0,0,0,800,0,800,0
2020M01,Turku,Charter flight,Departures,757,0,757,0,0,0,0,0,0,0,0,0,757,0,757,0
2020M01,Vaasa,Total,Arrivals/departures total,21877,1,21877,1,12150,1,12150,1,0,0,0,0,9727,0,9727,0
2020M01,Vaasa,Total,Arrivals,10445,1,10445,1,5904,1,5904,1,0,0,0,0,4541,0,4541,0
2020M01,Vaasa,Total,Departures,11432,0,11432,0,6246,0,6246,0,0,0,0,0,5186,0,5186,0
2020M01,Vaasa,Scheduled flight,Arrivals/departures total,17364,1,17364,1,12150,1,12150,1,0,0,0,0,5214,0,5214,0
2020M01,Vaasa,Scheduled flight,Arrivals,8343,1,8343,1,5904,1,5904,1,0,0,0,0,2439,0,2439,0
2020M01,Vaasa,Scheduled flight,Departures,9021,0,9021,0,6246,0,6246,0,0,0,0,0,2775,0,2775,0
2020M01,Vaasa,Charter flight,Arrivals/departures total,4513,0,4513,0,0,0,0,0,0,0,0,0,4513,0,4513,0
2020M01,Vaasa,Charter flight,Arrivals,2102,0,2102,0,0,0,0,0,0,0,0,0,2102,0,2102,0
2020M01,Vaasa,Charter flight,Departures,2411,0,2411,0,0,0,0,0,0,0,0,0,2411,0,2411,0
